"No","FXY","ElementName_en","CodeFigure","EntryName_en","EntryName_sub1_en","EntryName_sub2_en","Note_en","Status"
921.00,"002115","Type of surface observing equipment","1","RSOIS",,,,"Operational"
922.00,"002115","Type of surface observing equipment","2","ASOS",,,,"Operational"
923.00,"002115","Type of surface observing equipment","3","Psychrometer",,,,"Operational"
924.00,"002115","Type of surface observing equipment","4","F420",,,,"Operational"
925.00,"002115","Type of surface observing equipment","5-29","Reserved",,,,"Operational"
926.00,"002115","Type of surface observing equipment","30","Other",,,,"Operational"
927.00,"002115","Type of surface observing equipment","31","Missing value",,,,"Operational"
928.00,"002119","RA-2 instrument operations","0","Intermediate frequency calibration mode (IF CAL)",,,,"Operational"
929.00,"002119","RA-2 instrument operations","1","Built-in test equipment digital (BITE DGT)",,,,"Operational"
930.00,"002119","RA-2 instrument operations","2","Built-in test equipment radio frequency (BITE RF)",,,,"Operational"
931.00,"002119","RA-2 instrument operations","3","Preset tracking (PSET TRK)",,,,"Operational"
932.00,"002119","RA-2 instrument operations","4","Preset LOOP OUT",,,,"Operational"
933.00,"002119","RA-2 instrument operations","5","ACQUISITION",,,,"Operational"
934.00,"002119","RA-2 instrument operations","6","TRACKING",,,,"Operational"
935.00,"002119","RA-2 instrument operations","7","Missing value",,,,"Operational"
936.00,"002131","Sensitivity time control (STC)","1","STC operational",,,,"Operational"
937.00,"002131","Sensitivity time control (STC)","All 2","Missing values",,,,"Operational"
938.00,"002137","Radar dual PRF ratio","1","3:2",,,,"Operational"
939.00,"002137","Radar dual PRF ratio","2","4:3",,,,"Operational"
940.00,"002137","Radar dual PRF ratio","3","5:4",,,,"Operational"
941.00,"002137","Radar dual PRF ratio","4-14","Reserved",,,,"Operational"
942.00,"002137","Radar dual PRF ratio","15","Missing value",,,,"Operational"
943.00,"002138","Antenna rotation direction","1","Clockwise rotation",,,,"Operational"
944.00,"002138","Antenna rotation direction","2","Counterclockwise rotation",,,,"Operational"
945.00,"002138","Antenna rotation direction","3","Missing value",,,,"Operational"
946.00,"002139","SIRAL instrument configuration","0","SIRAL nominal",,,,"Operational"
947.00,"002139","SIRAL instrument configuration","1","SIRAL redundant",,,,"Operational"
948.00,"002139","SIRAL instrument configuration","2","Missing value",,,,"Operational"
949.00,"002143","Ozone instrument type","0","Reserved",,,,"Operational"
950.00,"002143","Ozone instrument type","1","Brewer spectrophotometer",,,,"Operational"
951.00,"002143","Ozone instrument type","2","Caver Teichert",,,,"Operational"
952.00,"002143","Ozone instrument type","3","Dobson",,,,"Operational"
953.00,"002143","Ozone instrument type","4","Dobson (Japan)",,,,"Operational"
954.00,"002143","Ozone instrument type","5","Ehmet",,,,"Operational"
955.00,"002143","Ozone instrument type","6","Fecker telescope",,,,"Operational"
956.00,"002143","Ozone instrument type","7","Hoelper",,,,"Operational"
957.00,"002143","Ozone instrument type","8","Jodmeter",,,,"Operational"
958.00,"002143","Ozone instrument type","9","Filter Ozonometer M-83",,,,"Operational"
959.00,"002143","Ozone instrument type","10","Mast",,,,"Operational"
960.00,"002143","Ozone instrument type","11","Oxford",,,,"Operational"
961.00,"002143","Ozone instrument type","12","Paetzold",,,,"Operational"
962.00,"002143","Ozone instrument type","13","Regener",,,,"Operational"
963.00,"002143","Ozone instrument type","14","Reserved for future use",,,,"Operational"
964.00,"002143","Ozone instrument type","15","Vassy filter ozonometer",,,,"Operational"
965.00,"002143","Ozone instrument type","16","Carbon iodide",,,,"Operational"
966.00,"002143","Ozone instrument type","17","Surface ozone bubbler",,,,"Operational"
967.00,"002143","Ozone instrument type","18","Filter ozonometer M-124",,,,"Operational"
968.00,"002143","Ozone instrument type","19","ECC sonde",,,,"Operational"
969.00,"002143","Ozone instrument type","20-126","Reserved",,,,"Operational"
970.00,"002143","Ozone instrument type","127","Missing value",,,,"Operational"
971.00,"002144","Light source type for Brewer spectrophotometer","0","Direct sun",,,,"Operational"
972.00,"002144","Light source type for Brewer spectrophotometer","1","Direct sun, attenuator #1",,,,"Operational"
973.00,"002144","Light source type for Brewer spectrophotometer","2","Direct sun, attenuator #2",,,,"Operational"
974.00,"002144","Light source type for Brewer spectrophotometer","3","Focused moon",,,,"Operational"
975.00,"002144","Light source type for Brewer spectrophotometer","4","Focused sun",,,,"Operational"
976.00,"002144","Light source type for Brewer spectrophotometer","5","Focused sun corrected with adjacent sky measurements",,,,"Operational"
977.00,"002144","Light source type for Brewer spectrophotometer","6","Zenith sky",,,,"Operational"
978.00,"002144","Light source type for Brewer spectrophotometer","7-14","Reserved",,,,"Operational"
979.00,"002144","Light source type for Brewer spectrophotometer","15","Missing value",,,,"Operational"
980.00,"002145","Wavelength setting for Dobson instruments","0","Wavelengths AD ordinary setting",,,,"Operational"
981.00,"002145","Wavelength setting for Dobson instruments","1","Wavelengths BD ordinary setting",,,,"Operational"
982.00,"002145","Wavelength setting for Dobson instruments","2","Wavelengths CD ordinary setting",,,,"Operational"
983.00,"002145","Wavelength setting for Dobson instruments","3","Wavelengths CC' ordinary setting",,,,"Operational"
984.00,"002145","Wavelength setting for Dobson instruments","4","Wavelengths AD focused image",,,,"Operational"
985.00,"002145","Wavelength setting for Dobson instruments","5","Wavelengths BD focused image",,,,"Operational"
986.00,"002145","Wavelength setting for Dobson instruments","6","Wavelengths CD focused image",,,,"Operational"
987.00,"002145","Wavelength setting for Dobson instruments","7","Wavelengths CC' focused image",,,,"Operational"
988.00,"002145","Wavelength setting for Dobson instruments","8-14","Reserved",,,,"Operational"
989.00,"002145","Wavelength setting for Dobson instruments","15","Missing value",,,,"Operational"
990.00,"002146","Source conditions for Dobson instruments","0","On direct sun",,,,"Operational"
991.00,"002146","Source conditions for Dobson instruments","1","On direct moon",,,,"Operational"
992.00,"002146","Source conditions for Dobson instruments","2","On blue zenith sky",,,,"Operational"
993.00,"002146","Source conditions for Dobson instruments","3","On zenith cloud (uniform stratified layer of small opacity)",,,,"Operational"
994.00,"002146","Source conditions for Dobson instruments","4","On zenith cloud (uniform or moderately variable layer of medium opacity)",,,,"Operational"
995.00,"002146","Source conditions for Dobson instruments","5","On zenith cloud (uniform or moderately variable layer of large opacity)",,,,"Operational"
996.00,"002146","Source conditions for Dobson instruments","6","On zenith cloud (highly variable opacity, with or without precipitation)",,,,"Operational"
997.00,"002146","Source conditions for Dobson instruments","7","On zenith cloud (fog)",,,,"Operational"
998.00,"002146","Source conditions for Dobson instruments","8","On zenith haze",,,,"Operational"
999.00,"002146","Source conditions for Dobson instruments","9","On direct sun through thin cloud, fog or haze",,,,"Operational"
1000.00,"002146","Source conditions for Dobson instruments","10-14","Reserved",,,,"Operational"
1001.00,"002146","Source conditions for Dobson instruments","15","Missing value",,,,"Operational"
1002.00,"002147","Method of transmission to collection centre","0","Reserved",,,,"Operational"
1003.00,"002147","Method of transmission to collection centre","1","Direct leased circuit",,,,"Operational"
1004.00,"002147","Method of transmission to collection centre","2","Dialled up connection",,,,"Operational"
1005.00,"002147","Method of transmission to collection centre","3","Internet ISP ",,,,"Operational"
1006.00,"002147","Method of transmission to collection centre","4","DCP via satellite (MTSAT, METEOSAT, etc.)",,,,"Operational"
1007.00,"002147","Method of transmission to collection centre","5","VSAT ",,,,"Operational"
1008.00,"002147","Method of transmission to collection centre","6","GAN,* BGAN**",,,,"Operational"
1009.00,"002147","Method of transmission to collection centre","7","Thiss terminal",,,,"Operational"
1010.00,"002147","Method of transmission to collection centre","8","Iridium satellites",,,,"Operational"
1011.00,"002147","Method of transmission to collection centre","9","Mobile telephony",,,,"Operational"
1012.00,"002147","Method of transmission to collection centre","10-62","Reserved",,,,"Operational"
1013.00,"002147","Method of transmission to collection centre","63","Missing value",,,,"Operational"
1014.00,"002148","Data collection and/or location system","0","Reserved",,,,"Operational"
1015.00,"002148","Data collection and/or location system","1","Argos",,,,"Operational"
1016.00,"002148","Data collection and/or location system","2","GPS",,,,"Operational"
1017.00,"002148","Data collection and/or location system","3","GOES DCP",,,,"Operational"
1018.00,"002148","Data collection and/or location system","4","METEOSAT DCP",,,,"Operational"
1019.00,"002148","Data collection and/or location system","5","ORBCOMM",,,,"Operational"
1020.00,"002148","Data collection and/or location system","6","INMARSAT",,,,"Operational"
1021.00,"002148","Data collection and/or location system","7","Iridium",,,,"Operational"
1022.00,"002148","Data collection and/or location system","8","Iridium and GPS",,,,"Operational"
1023.00,"002148","Data collection and/or location system","9","Argos-3",,,,"Operational"
1024.00,"002148","Data collection and/or location system","10","Argos-4",,,,"Operational"
1025.00,"002148","Data collection and/or location system","11-30","Reserved",,,,"Operational"
1026.00,"002148","Data collection and/or location system","31","Missing value",,,,"Operational"
1027.00,"002149","Type of data buoy","0","Unspecified drifting buoy",,,,"Operational"
1028.00,"002149","Type of data buoy","1","Standard Lagrangian drifter (Global Drifter Programme)",,,,"Operational"
1029.00,"002149","Type of data buoy","2","Standard FGGE type drifting buoy (non-Lagrangian meteorological drifting buoy)",,,,"Operational"
1030.00,"002149","Type of data buoy","3","Wind measuring FGGE type drifting buoy (non-Lagrangian meteorological drifting buoy)",,,,"Operational"
1031.00,"002149","Type of data buoy","4","Ice drifter",,,,"Operational"
1032.00,"002149","Type of data buoy","5","SVPG Standard Lagrangian drifter with GPS",,,,"Operational"
1033.00,"002149","Type of data buoy","6","SVP-HR drifter with high-resolution temperature or thermistor string",,,,"Operational"
1034.00,"002149","Type of data buoy","7","Reserved",,,,"Operational"
1035.00,"002149","Type of data buoy","8","Unspecified subsurface float",,,,"Operational"
1036.00,"002149","Type of data buoy","9","SOFAR",,,,"Operational"
1037.00,"002149","Type of data buoy","10","ALACE",,,,"Operational"
1038.00,"002149","Type of data buoy","11","MARVOR",,,,"Operational"
1039.00,"002149","Type of data buoy","12","RAFOS",,,,"Operational"
1040.00,"002149","Type of data buoy","13","PROVOR",,,,"Operational"
1041.00,"002149","Type of data buoy","14","SOLO",,,,"Operational"
