Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),Total snow depth,13013,Total snow depth,,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),Total snow depth,204000,Add associated field,Cancel,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),"Max, min, mean temperature",7032,Height of sensor above local ground,For temperature measurement,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),"Max, min, mean temperature",107003,Replicate 7 descriptors 3 times,,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),"Max, min, mean temperature",4023,Time period or displacement,"= 0 when beginning time of the period is on the same day as reference date, = -1 when beginning time of the period is on the day before reference date",,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),"Max, min, mean temperature",301013,"Hour, minute, second",Beginning time of the period,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),"Max, min, mean temperature",8023,First-order statistics,2 - maximum, 3 - minimum, 4 - mean,,,Operational
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),"Max, min, mean temperature",204008,Add associated field,8 bits long,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),"Max, min, mean temperature",31021,Associated field significance,Set as 5 for 8-bit indicator of quality control,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),"Max, min, mean temperature",12101,Temperature/air temperature,,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),"Max, min, mean temperature",204000,Add associated field,Cancel,,,Operational,,
07,Surface report sequences (land),307075,(Supplemental daily temperature and precipitation values with the time of occurrence for monthly climate report (DAYCLI)),"Max, min, mean temperature",8023,First-order statistics,Set as missing value,,,Operational,,
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),,301090,"Surface station identification; time, horizontal and vertical coordinates",,,,Operational,,
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),,4074,Short time period or displacement,,,,Operational,,
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),,4023,Time period or displacement,Number of days in the month,,,Operational,,
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",8023,First-order statistics,= 4 Mean value,,,Operational,,
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",10004,Pressure,,,,Operational,,
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",10051,Pressure reduced to mean sea level,,,,Operational,,
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",7004,Pressure,Standard level | Set to missing for lowland stations,,,Operational,,
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",10009,Geopotential height,Standard level | Set to missing for lowland stations,,,Operational,,
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",7032,Height of sensor above local ground (or deck of marine platform),,,,Operational,,
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",12101,Temperature/air temperature,,,,Operational,,
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",2051,Indicator to specify observing method for extreme temperatures,,,,Operational,,
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",4051,Principal time of daily reading of maximum temperature,,,,Operational,,
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",12118,"Maximum temperature at height specified, past 24 hours",,,,Operational,,
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",4052,Principal time of daily reading of minimum temperature,,,,Operational,,
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",12119,"Minimum temperature at height specified, past 24 hours",,,,Operational,,
07,Surface report sequences (land),307076,(Monthly values from a land station in compliance with regional or national reporting practices),"Monthly mean values of pressure, temperature, extreme temperatures and vapour pressure",13004,Vapour pressure,,,,Operational,,
