"No","Category","CategoryOfSequences_en","FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ExistingElementName_en","Note_en","Status"
571.00,"02","Meteorological sequences common to surface data","302045","(Radiation data (from 1 hour and 24 hour period))",,"014016","Net radiation, integrated over period specified","Net radiation, integrated over period specified",,"Operational"
572.00,"02","Meteorological sequences common to surface data","302045","(Radiation data (from 1 hour and 24 hour period))",,"014028","Global solar radiation (high accuracy), integrated over period specified","Global solar radiation (high accuracy), integrated over period specified",,"Operational"
573.00,"02","Meteorological sequences common to surface data","302045","(Radiation data (from 1 hour and 24 hour period))",,"014029","Diffuse solar radiation (high accuracy), integrated over period specified","Diffuse solar radiation (high accuracy), integrated over period specified",,"Operational"
574.00,"02","Meteorological sequences common to surface data","302045","(Radiation data (from 1 hour and 24 hour period))",,"014030","Direct solar radiation (high accuracy), integrated over period specified","Direct solar radiation (high accuracy), integrated over period specified",,"Operational"
575.00,"02","Meteorological sequences common to surface data","302046","(Temperature change)",,"004024","Time period or displacement","Time period or displacement",,"Operational"
576.00,"02","Meteorological sequences common to surface data","302046","(Temperature change)",,"004024","Time period or displacement","Time period or displacement","(see Note 3)","Operational"
577.00,"02","Meteorological sequences common to surface data","302046","(Temperature change)",,"012049","Temperature change over specified period","Temperature change over period specified",,"Operational"
578.00,"02","Meteorological sequences common to surface data","302047","(Direction of cloud drift)",,"102003","Replicate 2 descriptors 3 times","Replicate 2 descriptors 3 times",,"Operational"
579.00,"02","Meteorological sequences common to surface data","302047","(Direction of cloud drift)",,"008002","Vertical significance (surface observations)","Vertical significance",,"Operational"
580.00,"02","Meteorological sequences common to surface data","302047","(Direction of cloud drift)",,"020054","True direction from which a phenomenon or clouds are moving","True direction from which clouds are moving",,"Operational"
581.00,"02","Meteorological sequences common to surface data","302048","(Direction and elevation of cloud)",,"005021","Bearing or azimuth","Bearing or azimuth",,"Operational"
582.00,"02","Meteorological sequences common to surface data","302048","(Direction and elevation of cloud)",,"007021","Elevation","Elevation angle",,"Operational"
583.00,"02","Meteorological sequences common to surface data","302048","(Direction and elevation of cloud)",,"020012","Cloud type","Cloud type",,"Operational"
584.00,"02","Meteorological sequences common to surface data","302048","(Direction and elevation of cloud)",,"005021","Bearing or azimuth","Bearing or azimuth (= missing to cancel the previous value)",,"Operational"
585.00,"02","Meteorological sequences common to surface data","302048","(Direction and elevation of cloud)",,"007021","Elevation","Elevation angle (= missing to cancel the previous value)",,"Operational"
586.00,"02","Meteorological sequences common to surface data","302049","(Cloud information reported with vertical soundings)",,"008002","Vertical significance (surface observations)","Vertical significance",,"Operational"
587.00,"02","Meteorological sequences common to surface data","302049","(Cloud information reported with vertical soundings)",,"020011","Cloud amount","Cloud amount (of low or middle clouds Nh)",,"Operational"
588.00,"02","Meteorological sequences common to surface data","302049","(Cloud information reported with vertical soundings)",,"020013","Height of base of cloud","Height of cloud base (h)",,"Operational"
589.00,"02","Meteorological sequences common to surface data","302049","(Cloud information reported with vertical soundings)",,"020012","Cloud type","Cloud type (low clouds CL)",,"Operational"
590.00,"02","Meteorological sequences common to surface data","302049","(Cloud information reported with vertical soundings)",,"020012","Cloud type","Cloud type (middle clouds CM)",,"Operational"
591.00,"02","Meteorological sequences common to surface data","302049","(Cloud information reported with vertical soundings)",,"020012","Cloud type","Cloud type (high clouds CH)",,"Operational"
592.00,"02","Meteorological sequences common to surface data","302049","(Cloud information reported with vertical soundings)",,"008002","Vertical significance (surface observations)","Vertical significance (= missing value)",,"Operational"
593.00,"02","Meteorological sequences common to surface data","302050","(Radiosonde surface observation)",,"008041","Data significance","Data significance (5 = sfc ob displacement from launch pt)",,"Operational"
594.00,"02","Meteorological sequences common to surface data","302050","(Radiosonde surface observation)",,"005021","Bearing or azimuth","Bearing or azimuth",,"Operational"
595.00,"02","Meteorological sequences common to surface data","302050","(Radiosonde surface observation)",,"007005","Height increment","Height increment",,"Operational"
596.00,"02","Meteorological sequences common to surface data","302050","(Radiosonde surface observation)",,"202130","Change scale","Change scale",,"Operational"
597.00,"02","Meteorological sequences common to surface data","302050","(Radiosonde surface observation)",,"006021","Distance","Distance",,"Operational"
598.00,"02","Meteorological sequences common to surface data","302050","(Radiosonde surface observation)",,"202000","Change scale","Cancel change scale",,"Operational"
599.00,"02","Meteorological sequences common to surface data","302050","(Radiosonde surface observation)",,"008041","Data significance","Data significance (4 = surface observation)",,"Operational"
600.00,"02","Meteorological sequences common to surface data","302050","(Radiosonde surface observation)",,"201131","Change data width","Change data width",,"Operational"
601.00,"02","Meteorological sequences common to surface data","302050","(Radiosonde surface observation)",,"202129","Change scale","Change scale",,"Operational"
602.00,"02","Meteorological sequences common to surface data","302050","(Radiosonde surface observation)",,"002115","Type of surface observing equipment","Type of surface observing equipment",,"Operational"
