"No","Category","CategoryOfSequences_en","FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ExistingElementName_en","Note_en","Status"
1390.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05007","(MEDHYCOS report)",,"R01000","Delayed replication of 1 descriptor","Delayed replication n times of next descriptor",,"Operational"
1391.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05007","(MEDHYCOS report)",,"D05006","MEDHYCOS measurement","Single measurement",,"Operational"
1394.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05008","(AOCHYCOS - Chad measurement)",,"D05006","MEDHYCOS measurement","Same as MEDHYCOS type measurement",,"Operational"
1395.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05008","(AOCHYCOS - Chad measurement)",,"C07005","Units replacement","Next datum in kelvin",,"Operational"
1396.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05008","(AOCHYCOS - Chad measurement)",,"C01004","Data width replacement","Next datum over four characters",,"Operational"
1397.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05008","(AOCHYCOS - Chad measurement)",,"B12030","Soil temperature","Soil temperature at -50 cm",,"Operational"
1404.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05009","(AOCHYCOS - Chad report)",,"D01029","Identification","Identification",,"Operational"
1405.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05009","(AOCHYCOS - Chad report)",,"D01012","Hour, minute","Hour, minute (time of first measurement)",,"Operational"
1406.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05009","(AOCHYCOS - Chad report)",,"B04065","Short time increment","Short time increment - time interval between measurements",,"Operational"
1407.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05009","(AOCHYCOS - Chad report)",,"R01000","Delayed replication of 1 descriptor","Delayed replication n times of next descriptor",,"Operational"
1408.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05009","(AOCHYCOS - Chad report)",,"D05008","AOCHYCOS - Chad measurement","Single measurement",,"Operational"
1409.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05010","(MEDHYCOS - Measurement type 2)",,"D05008","AOCHYCOS - Chad measurement","Same as AOCHYCOS type measurement",,"Operational"
1410.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05010","(MEDHYCOS - Measurement type 2)",,"B02091","Entry sensor 4/20 mA","Sensor entry 4/20 mA (no. 1)",,"Operational"
1411.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05010","(MEDHYCOS - Measurement type 2)",,"B02091","Entry sensor 4/20 mA","Sensor entry 4/20 mA (no. 2)",,"Operational"
1418.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05011","(MEDHYCOS report type 2)",,"D01029","Identification","Identification",,"Operational"
1419.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05011","(MEDHYCOS report type 2)",,"D01012","Hour, minute","Hour, minute (time of first measurement)",,"Operational"
1420.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05011","(MEDHYCOS report type 2)",,"B04065","Short time increment","Short time increment - time interval between measurements",,"Operational"
1421.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05011","(MEDHYCOS report type 2)",,"R01000","Delayed replication of 1 descriptor","Delayed replication n times of next descriptor",,"Operational"
1422.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05011","(MEDHYCOS report type 2)",,"D05010","MEDHYCOS - Measurement type 2","Single measurement",,"Operational"
1423.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05016","(Meteorological parameters associated with hydrological data)",,"B14021","Global solar radiation, integrated over period specified","Global radiation over period",,"Operational"
1424.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05016","(Meteorological parameters associated with hydrological data)",,"B07004","Pressure","Atmospheric pressure",,"Operational"
1425.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05016","(Meteorological parameters associated with hydrological data)",,"B13003","Relative humidity","Relative humidity",,"Operational"
1426.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05016","(Meteorological parameters associated with hydrological data)",,"B11002","Wind speed","Wind speed",,"Operational"
1427.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05016","(Meteorological parameters associated with hydrological data)",,"B11001","Wind direction","Wind direction",,"Operational"
1428.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05016","(Meteorological parameters associated with hydrological data)",,"B11041","Maximum wind gust speed","Maximum wind speed (gusts)",,"Operational"
1429.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05016","(Meteorological parameters associated with hydrological data)",,"B11043","Maximum wind gust direction","Maximum wind gust direction",,"Operational"
1430.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05017","(Water quality measurement)",,"B13080","Water pH","pH",,"Operational"
1431.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05017","(Water quality measurement)",,"B13081","Water conductivity","Conductivity",,"Operational"
1432.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05017","(Water quality measurement)",,"B13083","Dissolved oxygen","Dissolved oxygen",,"Operational"
1433.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05017","(Water quality measurement)",,"B13085","Oxydation Reduction Potential (ORP)","Oxidation reduction potential (ORP)",,"Operational"
1434.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05017","(Water quality measurement)",,"B13084","Turbidity","Turbidity",,"Operational"
1443.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05018","(MEDHYCOS report with meteorology and water quality data)",,"D01029","Identification","Identification",,"Operational"
1444.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05018","(MEDHYCOS report with meteorology and water quality data)",,"D01012","Hour, minute","Hour, minute (time) of first measurement",,"Operational"
1445.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05018","(MEDHYCOS report with meteorology and water quality data)",,"B04065","Short time increment","Hour increment",,"Operational"
1446.00,"05","Meteorological or hydrological sequences common to hydrological observations","D05018","(MEDHYCOS report with meteorology and water quality data)",,"R03000","Delayed replication of 3 descriptors","Number of replications of next 3 descriptors",,"Operational"
